name,Draft.Year,Overall,Round,Age,Draft_Age,D3_Nat,D4_Nat,D1_Pos,D2_Pos,CareerGP,Yr1GP,Yr1TOI,Yr1Pts,Yr2GP,Yr2TOI,Yr2Pts,Yr3GP,Yr3TOI,Yr3Pts,Yr4GP,Yr4TOI,Yr4Pts,Yr5GP,Yr5TOI,Yr5Pts,Yr6GP,Yr6TOI,Yr6Pts,Yr7GP,Yr7TOI,Yr7Pts,Great_160
Cameron Gaunce,2008,50,2,25,18,1,0,0,1,20,0,0,0,0,0,0,11,140,1,9,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Cody Goloubef,2008,37,2,25,18,1,0,0,1,53,0,0,0,0,0,0,0,0,0,1,6,0,11,163,1,5,49,0,36,560,9,0
Cody Hodgson,2008,10,1,25,18,1,0,1,0,289,0,0,0,0,0,0,8,62,2,83,1147,41,48,883,34,72,1306,44,78,1002,13,1
Colby Robak,2008,46,2,25,18,1,0,0,1,47,0,0,0,0,0,0,0,0,0,3,38,0,16,243,1,16,297,2,12,167,1,0
Colten Teubert,2008,13,1,25,18,1,0,0,1,24,0,0,0,0,0,0,0,0,0,24,303,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Dale Weise,2008,111,4,27,20,1,0,0,0,258,0,0,0,0,0,0,10,65,0,68,555,8,40,382,6,61,513,16,79,962,29,1
Derek Grant,2008,119,4,25,18,1,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,20,191,2,NA,NA,NA,0
Drew Doughty,2008,2,1,25,18,1,0,0,1,524,81,1930,27,82,2048,59,76,1949,40,77,1917,36,48,1267,22,78,2006,37,82,2378,46,1
Eric O'Dell,2008,39,2,25,18,1,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,291,7,11,82,1,0
Greg Nemisz,2008,25,1,25,18,1,0,1,0,15,0,0,0,0,0,0,6,31,1,9,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
James Wright,2008,117,4,25,18,1,0,1,0,146,0,0,0,48,559,5,1,5,0,38,441,5,59,565,2,NA,NA,NA,NA,NA,NA,0
Jamie Arniel,2008,97,4,25,18,1,0,1,0,1,0,0,0,0,0,0,1,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jared Spurgeon,2008,156,6,25,18,1,0,0,1,295,0,0,0,0,0,0,53,799,12,70,1512,23,39,840,15,67,1517,26,66,1493,25,1
Jared Staal,2008,49,2,25,18,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,NA,NA,NA,NA,NA,NA,0
Jason Demers,2008,186,7,27,20,1,0,0,1,361,0,0,0,51,787,21,75,1462,24,57,960,13,22,410,3,75,1462,34,81,1549,25,1
Joe Colborne,2008,16,1,25,18,1,0,1,0,160,0,0,0,0,0,0,1,19,1,10,137,5,5,46,0,80,1141,28,64,987,28,1
Jordan Eberle,2008,22,1,25,18,1,0,1,0,356,0,0,0,0,0,0,69,1220,43,78,1373,76,48,912,37,80,1564,65,81,1542,63,1
Josh Bailey,2008,9,1,26,18,1,0,1,0,476,68,1053,25,73,1106,35,70,1248,28,80,1218,32,38,622,19,77,1220,38,70,1175,41,1
Justin Dibenedetto,2008,175,6,27,20,1,0,1,0,8,0,0,0,0,0,0,8,73,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Justin Schultz,2008,43,2,25,18,1,0,0,1,203,0,0,0,0,0,0,0,0,0,0,0,0,48,1030,27,74,1728,33,81,1832,31,1
Lance Bouma,2008,78,3,25,18,1,0,1,0,199,0,0,0,0,0,0,16,94,1,27,274,3,78,983,15,78,1093,34,NA,NA,NA,1
Luke Adam,2008,44,2,25,18,1,0,1,0,90,0,0,0,0,0,0,19,213,4,52,645,20,4,39,1,12,154,1,3,19,0,0
Luke Schenn,2008,5,1,25,18,1,0,0,1,494,70,1507,14,79,1333,17,82,1834,22,79,1267,22,47,1028,11,79,1307,12,58,1048,14,1
Marc-Andre Bourdon,2008,67,3,26,18,1,0,0,1,45,0,0,0,0,0,0,0,0,0,45,729,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Marco Scandella,2008,55,2,25,18,1,0,0,1,229,0,0,0,0,0,0,20,299,2,63,1372,12,6,87,1,76,1430,17,64,1390,23,1
Mark Barberio,2008,152,6,25,18,1,0,0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,49,714,10,52,873,7,0
Mark Borowiecki,2008,139,5,26,19,1,0,0,1,84,0,0,0,0,0,0,0,0,0,2,25,0,6,78,0,13,164,1,63,1002,11,0
Mark Olver,2008,140,5,27,20,1,0,1,0,74,0,0,0,0,0,0,18,214,9,24,311,7,32,289,6,NA,NA,NA,NA,NA,NA,0
Matt Calvert,2008,127,5,25,18,1,0,0,0,209,0,0,0,0,0,0,42,466,20,13,119,3,42,596,16,56,902,24,56,896,23,1
Matt Martin,2008,148,5,26,19,1,0,0,0,358,0,0,0,5,66,2,68,745,14,80,973,14,48,572,11,79,940,14,78,879,14,1
Michael Del Zotto,2008,20,1,25,18,1,0,0,1,381,0,0,0,80,1518,37,47,916,11,77,1728,41,46,1066,21,67,1153,16,64,1403,32,1
Michael Stone,2008,69,3,25,18,1,0,0,1,204,0,0,0,0,0,0,0,0,0,13,180,3,40,667,9,70,1274,21,81,1690,18,1
Nicolas Deschamps,2008,35,2,25,18,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,NA,NA,NA,0
Patrice Cormier,2008,54,2,25,18,1,0,1,0,50,0,0,0,0,0,0,21,203,2,9,57,0,10,39,0,9,63,3,1,5,0,0
Patrick Wiercioch,2008,42,2,25,18,1,0,0,1,159,0,0,0,0,0,0,8,111,2,42,659,19,53,868,23,56,1011,13,NA,NA,NA,0
Philippe Cornet,2008,133,5,25,18,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Shawn Lalonde,2008,68,3,25,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,NA,NA,NA,NA,NA,NA,0
Stefan Della Rovere,2008,204,7,25,18,1,0,0,0,7,0,0,0,0,0,0,7,43,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Steven Stamkos,2008,1,1,25,18,1,0,1,0,492,79,1180,46,82,1685,95,82,1656,91,82,1806,97,48,1057,57,37,749,40,82,1588,72,1
T.J. Brodie,2008,114,4,25,18,1,0,0,1,266,0,0,0,0,0,0,3,48,0,54,890,14,47,950,14,81,1949,31,81,2042,41,1
Travis Hamonic,2008,53,2,25,18,1,0,0,1,323,0,0,0,0,0,0,62,1338,26,73,1637,24,48,1095,10,69,1726,18,71,1547,33,1
Tyler Cuma,2008,23,1,25,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tyler Ennis,2008,26,1,26,18,1,0,1,0,345,0,0,0,10,153,9,82,1285,49,48,776,34,47,840,31,80,1508,43,78,1491,46,1
Yann Sauve,2008,41,2,25,18,1,0,0,1,8,0,0,0,0,0,0,5,65,0,3,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Zac Dalpe,2008,45,2,25,18,1,0,0,0,117,0,0,0,0,0,0,15,119,4,16,153,3,10,123,3,55,392,7,21,195,3,0
Zac Rinaldo,2008,178,6,25,18,1,0,1,0,223,0,0,0,0,0,0,0,0,0,66,494,9,32,268,5,67,516,4,58,517,6,1
Zach Boychuk,2008,14,1,26,18,1,0,1,0,127,2,24,0,31,333,9,23,247,7,16,143,2,13,160,2,11,112,4,31,329,6,0
Zack Smith,2008,79,3,27,20,1,0,1,0,319,1,7,0,15,136,3,55,693,9,81,1140,26,48,727,15,82,1274,22,37,445,3,1
Alex Grant,2007,118,4,26,18,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,2,0
Alex Killorn,2007,77,3,26,18,1,0,1,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,639,19,82,1376,41,1
Alex Plante,2007,15,1,26,18,1,0,0,1,10,0,0,0,0,0,0,4,54,1,3,45,0,3,32,1,NA,NA,NA,NA,NA,NA,0
Anthony Peluso,2007,160,6,26,18,1,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,2,53,306,5,0
Brad Malone,2007,105,4,26,18,1,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,9,90,2,13,114,2,32,217,5,0
Brendan Smith,2007,27,1,26,18,1,0,0,1,195,0,0,0,0,0,0,0,0,0,0,0,0,14,219,7,34,626,8,71,1306,19,1
Brett Bellemore,2007,162,6,27,19,1,0,0,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,110,2,64,1118,8,0
Brett Maclean,2007,32,2,26,18,1,0,0,0,18,0,0,0,0,0,0,0,0,0,13,114,3,5,42,2,NA,NA,NA,NA,NA,NA,0
Carson McMillan,2007,200,7,27,19,1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,37,2,11,122,3,1,8,0,NA,NA,NA,0
Chris Terry,2007,132,5,26,18,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,1,10,121,2,0
Cody Almond,2007,140,5,26,18,1,0,1,0,25,0,0,0,0,0,0,7,54,1,8,56,0,10,102,1,NA,NA,NA,NA,NA,NA,0
Colton Gillies,2007,16,1,26,18,1,0,0,0,154,0,0,0,45,370,7,7,73,1,75,757,8,27,224,2,NA,NA,NA,NA,NA,NA,0
Colton Sceviour,2007,112,4,26,18,1,0,0,0,99,0,0,0,0,0,0,0,0,0,1,5,0,1,5,1,26,387,12,71,903,26,0
Dana Tyrell,2007,47,2,26,18,1,0,0,0,135,0,0,0,0,0,0,0,0,0,78,940,15,26,273,5,21,217,4,7,65,0,0
David Perron,2007,26,1,27,19,1,0,0,0,499,62,778,27,81,1177,50,82,1325,47,10,184,7,57,1042,42,48,864,25,78,1492,57,1
Dustin Jeffrey,2007,171,6,27,19,1,0,1,0,124,0,0,0,14,151,3,1,9,0,25,324,12,26,315,6,24,276,6,34,325,4,0
Dwight King,2007,109,4,26,18,1,0,0,0,238,0,0,0,0,0,0,0,0,0,6,70,0,27,395,14,47,600,10,77,1158,30,1
Frazer McLaren,2007,203,7,27,19,1,0,0,0,102,0,0,0,0,0,0,23,139,6,9,38,0,7,34,0,36,187,5,27,108,0,0
Jake Muzzin,2007,141,5,26,18,1,0,0,1,208,0,0,0,0,0,0,0,0,0,11,151,1,45,805,16,76,1446,24,76,1725,41,1
Jamie Benn,2007,129,5,26,18,1,0,0,0,426,0,0,0,0,0,0,82,1206,41,69,1243,56,71,1283,63,41,816,33,81,1551,79,1
John Negrin,2007,70,3,26,18,1,0,0,1,3,0,0,0,3,30,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jon Kalinski,2007,152,6,28,20,1,0,0,0,22,0,0,0,12,91,3,10,70,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Justin Falk,2007,110,4,27,18,1,0,0,1,147,0,0,0,0,0,0,3,23,0,22,311,3,47,916,9,36,476,3,21,252,2,0
Karl Alzner,2007,5,1,27,18,1,0,0,1,427,0,0,0,30,583,5,21,344,5,82,1641,12,82,1712,17,48,1006,5,82,1684,18,1
Keaton Ellerby,2007,10,1,26,18,1,0,0,1,212,0,0,0,0,0,0,22,119,0,54,869,12,40,616,5,44,637,3,51,709,6,1
Keith Aulie,2007,116,4,26,18,1,0,0,1,167,0,0,0,0,0,0,0,0,0,40,765,2,36,484,3,45,577,7,15,147,1,1
Kevin Marshall,2007,41,2,26,18,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,10,88,0,NA,NA,NA,NA,NA,NA,0
Kyle Turris,2007,3,1,26,18,1,0,1,0,398,3,59,1,63,814,20,65,733,25,55,927,29,48,943,29,82,1536,58,82,1576,64,1
Logan Couture,2007,9,1,26,18,1,0,1,0,379,0,0,0,0,0,0,25,256,9,79,1408,56,80,1485,65,48,869,37,65,1231,53,1
Luca Caputi,2007,111,4,27,18,1,0,0,0,35,0,0,0,5,51,1,23,325,8,7,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Luke Gazdic,2007,172,6,26,18,1,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,389,4,0
Mark Katic,2007,62,3,26,18,1,0,0,1,11,0,0,0,0,0,0,0,0,0,11,181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Matt Frattin,2007,99,4,27,19,1,0,0,0,135,0,0,0,0,0,0,0,0,0,1,16,0,56,737,15,25,331,13,44,529,7,0
Matt Halischuk,2007,117,4,27,19,1,0,0,0,250,0,0,0,1,10,1,20,226,2,27,273,12,73,822,28,36,430,11,46,521,10,1
Maxime Macenauer,2007,63,3,26,18,1,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,314,4,NA,NA,NA,NA,NA,NA,0
Nick Spaling,2007,58,2,27,18,1,0,1,0,379,0,0,0,0,0,0,28,310,3,74,1031,14,77,1210,22,47,745,13,71,1137,32,1
P.K. Subban,2007,43,2,26,18,1,0,0,1,366,0,0,0,0,0,0,2,40,2,77,1715,38,81,1968,36,42,976,38,82,2019,53,1
Paul Byron,2007,179,6,26,18,1,0,1,0,138,0,0,0,0,0,0,0,0,0,8,88,2,22,225,5,4,42,1,47,679,21,0
Paul Postma,2007,205,7,26,18,1,0,0,1,100,0,0,0,0,0,0,0,0,0,1,10,0,3,26,0,34,511,9,20,323,3,0
Riley Nash,2007,21,1,26,18,1,0,1,0,178,0,0,0,0,0,0,0,0,0,0,0,0,5,53,1,32,410,9,73,925,24,1
Robert Bortuzzo,2007,78,3,26,18,1,0,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,6,65,0,15,199,4,54,836,10,0
Sam Gagner,2007,6,1,26,18,1,0,1,0,562,79,1239,49,76,1274,41,68,1108,41,68,1207,42,75,1289,47,48,932,38,67,1231,37,1
Spencer Machacek,2007,67,3,27,18,1,0,0,0,25,0,0,0,2,16,0,10,77,0,13,98,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
T.J. Galiardi,2007,55,2,27,19,1,0,0,0,321,0,0,0,11,180,4,70,1273,39,35,567,15,69,900,15,36,499,14,62,906,17,1
Thomas Hickey,2007,4,1,26,18,1,0,0,1,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,658,4,82,1547,22,1
Wayne Simmonds,2007,61,2,27,19,1,0,0,0,524,0,0,0,82,1135,23,78,1129,40,80,1076,30,82,1305,49,45,704,32,82,1375,60,1
Zach Hamill,2007,8,1,27,18,1,0,1,0,20,0,0,0,0,0,0,1,12,1,3,31,1,16,176,2,NA,NA,NA,NA,NA,NA,0
Alex Biega,2006,147,5,27,18,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Bodnarchuk,2006,128,5,27,18,1,0,0,1,5,0,0,0,0,0,0,0,0,0,5,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Andrew MacDonald,2006,160,6,29,20,1,0,0,1,372,0,0,0,0,0,0,3,31,0,46,924,7,60,1405,27,75,1753,19,48,1129,12,1
Ben Maxwell,2006,49,2,27,18,1,0,1,0,47,0,0,0,0,0,0,7,69,0,13,114,0,12,144,2,15,101,6,NA,NA,NA,0
Brad Marchand,2006,71,3,27,18,1,0,0,0,377,0,0,0,0,0,0,0,0,0,20,239,1,77,1077,41,76,1339,55,45,763,36,1
Bryan Little,2006,12,1,27,18,1,0,0,0,556,0,0,0,48,749,16,79,1337,51,79,1244,34,76,1403,48,74,1496,46,48,950,32,1
Cal Clutterbuck,2006,72,3,27,18,1,0,0,0,495,0,0,0,2,14,0,78,1014,18,74,1057,21,76,1204,34,74,1210,27,42,577,10,1
Chris Stewart,2006,18,1,27,18,1,0,0,0,463,0,0,0,0,0,0,53,653,19,77,1286,64,62,1084,53,79,1220,30,48,759,36,1
Claude Giroux,2006,22,1,27,18,1,0,0,0,496,0,0,0,2,19,0,42,637,27,82,1362,47,82,1591,76,77,1659,93,48,1016,48,1
Cory Emmerton,2006,41,2,27,18,1,0,1,0,139,0,0,0,0,0,0,0,0,0,0,0,0,2,17,1,71,575,10,48,519,8,0
David McIntyre,2006,138,5,28,19,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,76,2,NA,NA,NA,0
Derek Dorsett,2006,189,7,28,19,1,0,0,0,410,0,0,0,0,0,0,52,462,5,51,555,14,76,1004,17,77,1131,20,24,384,9,1
Derick Brassard,2006,6,1,28,18,1,0,1,0,483,0,0,0,17,154,2,31,447,25,79,1180,36,74,1260,47,74,1209,41,47,778,29,1
Eric Gryba,2006,68,3,27,18,1,0,0,1,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,669,6,1
James Sheppard,2006,9,1,27,18,1,0,1,0,394,0,0,0,78,828,19,82,1245,24,64,767,6,32,376,4,67,815,20,71,941,18,1
Jamie McGinn,2006,36,2,27,18,1,0,0,0,366,0,0,0,0,0,0,35,312,6,59,590,13,49,568,6,78,1049,37,47,812,22,1
Jon Matsumoto,2006,79,3,29,19,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,92,2,1,5,0,NA,NA,NA,0
Jonathan Toews,2006,3,1,27,18,1,0,1,0,565,0,0,0,64,1195,54,82,1527,69,76,1520,68,80,1661,76,59,1230,57,47,909,48,1
Jordan Staal,2006,2,1,27,18,1,0,1,0,607,81,1210,42,82,1498,28,82,1627,49,82,1590,49,42,897,30,62,1243,50,48,965,31,1
Mathieu Carle,2006,53,2,28,18,1,0,0,1,3,0,0,0,0,0,0,0,0,0,3,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Mathieu Perreault,2006,177,6,27,18,1,0,1,0,290,0,0,0,0,0,0,0,0,0,21,238,9,35,416,14,64,770,30,39,455,17,1
Matt Beleskey,2006,112,4,27,18,1,0,0,0,329,0,0,0,0,0,0,2,22,0,60,839,18,35,454,10,70,719,15,42,505,13,1
Matthew Corrente,2006,30,1,27,18,1,0,0,1,34,0,0,0,0,0,0,0,0,0,12,106,0,22,299,6,NA,NA,NA,NA,NA,NA,0
Michael Caruso,2006,103,4,27,18,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0
Milan Lucic,2006,50,2,27,18,1,0,0,0,566,0,0,0,77,933,27,72,1076,42,50,718,20,79,1310,62,81,1379,61,46,778,27,1
Olivier Magnan,2006,148,5,29,20,1,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,18,283,0,NA,NA,NA,NA,NA,NA,0
Peter LeBlanc,2006,186,7,27,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan White,2006,66,3,27,18,1,0,1,0,175,0,0,0,0,0,0,0,0,0,16,178,2,27,241,5,20,290,3,26,245,1,1
Shawn Matthias,2006,47,2,27,18,1,0,1,0,408,0,0,0,4,53,2,16,147,2,55,594,16,51,604,16,79,1091,24,48,729,21,1
Theo Peckham,2006,75,3,27,18,1,0,0,1,160,0,0,0,1,13,0,15,174,0,15,241,1,71,1320,13,54,911,3,4,71,0,1
Ty Wishart,2006,16,1,27,18,1,0,0,1,26,0,0,0,0,0,0,5,51,1,20,336,5,1,17,0,NA,NA,NA,NA,NA,NA,0
Adam McQuaid,2005,55,2,29,18,1,0,0,1,283,0,0,0,0,0,0,0,0,0,0,0,0,19,204,1,67,996,15,72,1077,10,1
Andrew Cogliano,2005,25,1,28,18,1,0,1,0,622,0,0,0,0,0,0,82,1120,45,82,1181,38,82,1162,28,82,1415,35,82,1206,26,1
Benoit Pouliot,2005,4,1,29,18,1,0,0,0,429,0,0,0,3,21,0,11,97,3,37,438,11,53,820,28,79,911,30,74,904,32,1
Blair Jones,2005,102,4,29,18,1,0,1,0,132,0,0,0,20,115,3,4,8,0,14,180,0,18,144,3,43,488,8,15,161,1,0
Brendan Mikkelson,2005,31,2,28,18,1,0,0,1,131,0,0,0,0,0,0,0,0,0,34,474,2,28,420,2,24,341,2,41,590,3,0
Brett Sutter,2005,179,6,28,18,1,0,0,0,60,0,0,0,0,0,0,0,0,0,4,32,1,10,97,0,5,45,1,15,114,3,0
Brodie Dupont,2005,66,3,28,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,NA,NA,NA,0
Cal O'Reilly,2005,150,5,29,18,1,0,1,0,113,0,0,0,0,0,0,0,0,0,11,139,5,31,423,11,38,642,18,33,421,7,0
Cody Bass,2005,95,4,28,18,1,0,1,0,49,0,0,0,0,0,0,21,112,4,12,68,0,1,7,0,14,127,1,1,3,0,0
Cody Franson,2005,79,3,28,18,1,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,61,866,21,80,1214,29,57,923,21,1
Colin Greening,2005,204,7,29,19,1,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,362,13,82,1278,37,1
Danny Syvret,2005,81,3,30,20,1,0,0,1,59,10,123,0,16,296,1,2,19,0,21,262,4,10,151,2,NA,NA,NA,NA,NA,NA,0
Darren Helm,2005,132,5,28,18,1,0,0,0,366,0,0,0,0,0,0,7,49,0,16,199,1,75,1087,24,82,1091,32,68,987,26,1
Derek Joslin,2005,149,5,28,18,1,0,0,1,116,0,0,0,0,0,0,0,0,0,12,136,0,24,333,3,34,519,9,44,466,4,0
Devin Setoguchi,2005,8,1,28,18,1,0,0,0,471,0,0,0,0,0,0,44,627,17,81,1313,65,70,1071,36,72,1095,41,69,1214,36,1
Dustin Kohn,2005,46,2,28,18,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,22,255,4,NA,NA,NA,NA,NA,NA,0
Evan Brophey,2005,68,3,28,18,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,13,0,0
Gilbert Brule,2005,6,1,28,18,1,0,1,0,299,7,92,4,78,830,19,61,604,9,11,109,3,65,925,37,41,565,9,33,382,14,1
Guillaume Latendresse,2005,45,2,28,18,1,0,0,0,341,0,0,0,80,1008,29,73,895,27,56,762,26,78,1166,40,11,140,6,16,243,9,1
James Neal,2005,33,2,28,18,1,0,0,0,480,0,0,0,0,0,0,0,0,0,77,1222,37,78,1419,55,79,1382,45,80,1531,81,1
Jonathan Sigalet,2005,100,4,29,19,1,0,0,1,1,0,0,0,1,15,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Kenndal McArdle,2005,20,1,28,18,1,0,0,0,42,0,0,0,0,0,0,0,0,0,3,23,0,19,169,3,11,109,0,9,55,0,0
Kris Fredheim,2005,185,6,28,18,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0
Kris Letang,2005,62,3,28,18,1,0,0,1,491,0,0,0,7,81,2,63,1144,17,74,1565,33,73,1574,27,82,1971,50,51,1267,42,1
Kris Russell,2005,67,3,28,18,1,0,0,1,511,0,0,0,0,0,0,67,991,10,66,1064,21,70,1301,22,73,1279,23,55,936,12,1
Kyle Cumiskey,2005,222,7,28,18,1,0,0,1,139,0,0,0,9,121,2,38,461,5,6,51,0,61,1208,20,18,354,8,7,93,0,0
Luc Bourdon,2005,10,1,28,18,1,0,0,1,36,0,0,0,9,80,0,27,348,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Marc Staal,2005,12,1,28,18,1,0,0,1,540,0,0,0,0,0,0,80,1504,10,82,1733,15,82,1897,27,77,1982,29,46,915,5,1
Marc-Andre Cliche,2005,56,2,28,18,1,0,1,0,151,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,76,803,7,74,785,7,0
Marc-Andre Gragnani,2005,87,3,28,18,1,0,0,1,74,0,0,0,0,0,0,2,13,0,4,62,0,9,138,3,58,936,15,1,8,0,0
Marc-Edouard Vlasic,2005,35,2,28,18,1,0,0,1,670,0,0,0,81,1798,26,82,1772,14,82,1960,36,64,1414,16,80,1669,18,82,1899,23,1
Mark Fraser,2005,84,3,29,18,1,0,0,1,219,0,0,0,7,25,0,61,755,6,26,363,2,4,57,0,45,763,8,42,646,2,1
Mason Raymond,2005,51,2,30,19,1,0,0,0,513,0,0,0,0,0,0,49,614,21,72,987,23,82,1421,53,70,1106,39,55,857,20,1
Matt D'Agostini,2005,190,6,28,18,1,0,0,0,324,0,0,0,0,0,0,1,9,0,53,711,21,47,460,4,82,1210,46,55,771,18,1
Matt Kassian,2005,57,2,28,18,1,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,24,133,2,0
Matt Pelech,2005,26,1,28,18,1,0,0,0,13,0,0,0,0,0,0,0,0,0,5,66,3,2,18,0,6,24,1,NA,NA,NA,0
Matt Watkins,2005,160,5,28,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
Mike Blunden,2005,43,2,28,18,1,0,0,0,104,0,0,0,9,102,0,1,8,0,40,324,4,1,11,0,39,365,4,5,42,0,0
Nick Drazenovic,2005,171,6,28,18,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,8,79,0,0
Nicolas Blanchard,2005,192,6,28,18,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Stastny,2005,44,2,29,19,1,0,1,0,612,0,0,0,82,1490,78,66,1391,71,45,956,36,81,1733,79,74,1460,57,79,1488,53,1
Phil Oreskovic,2005,82,3,28,18,1,0,0,1,10,0,0,0,0,0,0,0,0,0,10,162,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rich Clune,2005,71,3,28,18,1,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,14,102,2,47,442,9,58,491,7,0
Ryan Parent,2005,18,1,28,18,1,0,0,1,106,0,0,0,1,14,0,22,330,0,31,564,4,48,709,3,4,56,0,NA,NA,NA,0
Ryan Reaves,2005,156,5,28,18,1,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,191,4,60,392,4,1
Ryan Russell,2005,211,7,28,18,1,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,479,2,0
Scott Jackson,2005,37,2,28,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,NA,NA,NA,NA,NA,NA,0
Sidney Crosby,2005,1,1,28,18,1,0,1,0,627,81,1630,102,79,1640,120,53,1105,72,77,1690,103,81,1778,109,41,899,66,22,406,37,1
Steve Downie,2005,29,1,28,18,1,0,0,0,408,0,0,0,0,0,0,32,315,12,29,244,6,79,1162,46,57,828,32,75,1195,41,1
Taylor Chorney,2005,36,2,28,18,1,0,0,1,68,0,0,0,0,0,0,0,0,0,2,31,0,42,730,3,12,192,4,5,71,0,0
Tom Pyatt,2005,107,4,28,18,1,0,1,0,245,0,0,0,0,0,0,0,0,0,0,0,0,40,443,5,61,649,7,74,1095,19,1
Aaron Gagnon,2004,240,8,29,18,1,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,19,153,2,7,66,0,0
Adam Berti,2004,68,3,29,18,1,0,0,0,2,0,0,0,0,0,0,2,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
